,shipment_id,send_timestamp,pick_up_point,drop_off_point,source_country,destination_country,freight_cost,gross_weight,shipment_charges,shipment_mode,shipping_company,selected,shipping_time
986,S235726,2019-07-21 21:32:43,A,Y,GB,IN,85.65,327,0.9,Ocean,SC1,Y,33.9772
987,S235736,2019-10-15 12:24:53,A,Y,GB,IN,90.97,565,0.75,Air,SC3,Y,5.24699
988,S235737,2019-12-02 17:26:52,A,Y,GB,IN,91.91,109,0.9,Ocean,SC1,Y,12.26991
989,S235739,2020-05-02 17:45:50,A,Y,GB,IN,93.63,605,1.05,Air,SC2,Y,5.10278
990,S236711,2019-04-12 09:06:51,A,Y,GB,IN,90.23,105,0.75,Air,SC3,Y,5.10243
991,S236713,2019-04-27 13:02:21,A,Y,GB,IN,90.69,75,0.75,Air,SC3,Y,5.35567
992,S236723,2019-07-01 17:09:26,A,Y,GB,IN,86.88,405,0.75,Air,SC3,Y,5.32674
993,S236726,2019-07-21 22:43:04,A,Y,GB,IN,85.88,1006,0.75,Air,SC3,Y,5.02396
994,S236737,2019-12-02 17:28:45,A,Y,GB,IN,92.34,380,0.75,Air,SC3,Y,5.28333
995,S236739,2020-05-02 17:55:29,A,Y,GB,IN,93.49,110.5,0.75,Air,SC3,Y,5.16829
996,S237711,2019-04-12 09:09:34,A,Y,GB,IN,89.56,340,0.9,Ocean,SC1,Y,28.81644
997,S237720,2019-06-10 00:58:27,A,Y,GB,IN,87.77,700,0.75,Air,SC3,Y,5.11169
998,S237723,2019-07-01 19:10:01,A,Y,GB,IN,86.66,140,0.75,Air,SC3,Y,5.35324
999,S237726,2019-07-22 04:54:44,A,Y,GB,IN,85.87,110,0.75,Air,SC3,Y,5.0978
1000,S237737,2019-12-02 17:32:47,A,Y,GB,IN,92.28,103,0.75,Air,SC3,Y,5.41481
1001,S237738,2020-01-23 13:06:19,A,Y,GB,IN,93.46,542,1.05,Air,SC2,Y,5.28299
1002,S237739,2020-05-02 18:00:19,A,Y,GB,IN,93.8,605,0.75,Air,SC3,Y,5.07407
1003,S238706,2019-03-09 13:28:36,A,Y,GB,IN,90.75,360,0.9,Ocean,SC1,Y,20.61528
1004,S238719,2019-06-03 14:32:44,A,Y,GB,IN,87.44,1156,1.05,Air,SC2,Y,5.11424
1005,S238723,2019-07-01 19:53:37,A,Y,GB,IN,86.96,125,0.9,Ocean,SC1,Y,33.289
1006,S238733,2019-09-03 11:14:08,A,Y,GB,IN,86.28,350,0.75,Air,SC3,Y,5.07836
1007,S238738,2020-01-23 13:06:53,A,Y,GB,IN,93.35,1006,0.75,Air,SC3,Y,5.29039
1008,S238739,2020-05-02 20:07:11,A,Y,GB,IN,93.55,200,1.05,Air,SC2,Y,5.10833
1009,S239720,2019-06-10 07:12:49,A,Y,GB,IN,87.5717,571,1.05,Air,SC2,Y,5.28981
1010,S239723,2019-07-01 19:57:55,A,Y,GB,IN,86.9,230,0.9,Ocean,SC1,Y,23.31887
1011,S239738,2020-01-23 13:14:45,A,Y,GB,IN,93.92,542,0.75,Air,SC3,Y,5.25
1012,S239739,2020-05-02 22:27:47,A,Y,GB,IN,93.55,100,1.05,Air,SC2,Y,5.24537
1013,S240720,2019-06-10 07:31:52,A,Y,GB,IN,87.7,150,0.75,Air,SC3,Y,5.01539
1014,S240723,2019-07-01 20:02:47,A,Y,GB,IN,86.96,400,0.75,Air,SC3,Y,5.36157
1015,S240736,2019-10-15 16:17:20,A,Y,GB,IN,90.75,505,0.9,Ocean,SC1,Y,11.78704
1016,S240737,2019-12-02 22:17:02,A,Y,GB,IN,92.18,1200,0.75,Air,SC3,Y,5.09942
1017,S240739,2020-05-03 12:46:07,A,Y,GB,IN,93.55,755,0.9,Ocean,SC1,Y,20.32025
1018,S241723,2019-07-01 20:03:18,A,Y,GB,IN,86.9,250,0.9,Ocean,SC1,Y,13.35625
1019,S241736,2019-10-15 18:44:41,A,Y,GB,IN,90.75,391,0.9,Ocean,SC1,Y,32.8103
1020,S241737,2019-12-02 22:31:09,A,Y,GB,IN,92.46,1200,0.75,Air,SC3,Y,5.41308
1021,S242712,2019-04-18 13:30:59,A,Y,GB,IN,89.46,500,0.9,Ocean,SC1,Y,30.63183
1022,S242718,2019-05-28 17:06:57,A,Y,GB,IN,87.8457,255,0.9,Ocean,SC1,Y,22.1316
1023,S242722,2019-06-25 09:43:19,A,Y,GB,IN,87.97,1506,0.75,Air,SC3,Y,5.37025
1024,S242723,2019-07-01 20:06:17,A,Y,GB,IN,86.45,200,0.75,Air,SC3,Y,5.08414
1025,S242737,2019-12-02 22:59:22,A,Y,GB,IN,91.91,33,0.9,Ocean,SC1,Y,34.57894
1026,S242739,2020-05-03 16:33:23,A,Y,GB,IN,93.41,148.5,0.75,Air,SC3,Y,5.41678
1027,S243723,2019-07-01 21:06:49,A,Y,GB,IN,86.69,694,0.75,Air,SC3,Y,5.17373
1028,S243730,2019-08-14 18:12:43,A,Y,GB,IN,85.65,310,0.9,Ocean,SC1,Y,32.58831
1029,S243737,2019-12-02 23:38:55,A,Y,GB,IN,92.52,605,0.75,Air,SC3,Y,5.27442
1030,S243738,2020-01-23 16:05:13,A,Y,GB,IN,93.15,542,0.9,Ocean,SC1,Y,31.70289
1031,S244707,2019-03-16 17:59:16,A,Y,GB,IN,91.44,105,0.75,Air,SC3,Y,5.09144
1032,S244718,2019-05-28 17:53:18,A,Y,GB,IN,87.8,215,0.9,Ocean,SC1,Y,32.45347
1033,S244723,2019-07-01 21:17:31,A,Y,GB,IN,86.9,205,1.05,Air,SC2,Y,5.02801
1034,S244726,2019-07-22 09:00:59,A,Y,GB,IN,85.75,1498,0.9,Ocean,SC1,Y,8.75683
1035,S244730,2019-08-14 18:18:54,A,Y,GB,IN,85.77,310,0.75,Air,SC3,Y,5.1088
1036,S244736,2019-10-15 19:46:18,A,Y,GB,IN,90.75,1000,0.9,Ocean,SC1,Y,23.23819
1037,S244737,2019-12-03 07:46:04,A,Y,GB,IN,92.21,821,0.9,Ocean,SC1,Y,8.23657
1038,S244739,2020-05-03 17:53:32,A,Y,GB,IN,93.8,2000,1.05,Air,SC2,Y,5.25278
1039,S245704,2019-02-27 16:36:54,A,Y,GB,IN,94.67,1006,0.75,Air,SC3,Y,5.30255
1040,S245707,2019-03-16 23:45:00,A,Y,GB,IN,91.45,1126,0.9,Ocean,SC1,Y,14.89583
1041,S245721,2019-06-17 12:16:24,A,Y,GB,IN,87.52,500,0.9,Ocean,SC1,Y,30.11389
1042,S245723,2019-07-01 21:22:21,A,Y,GB,IN,86.9,505,1.05,Air,SC2,Y,5.24317
1043,S245730,2019-08-14 18:35:12,A,Y,GB,IN,85.93,310,1.05,Air,SC2,Y,5.32488
1044,S245736,2019-10-15 20:57:08,A,Y,GB,IN,90.86,499,1.05,Air,SC2,Y,5.30197
1045,S245737,2019-12-03 07:47:02,A,Y,GB,IN,92.72,505,1.05,Air,SC2,Y,5.225
1046,S245739,2020-05-03 21:54:12,A,Y,GB,IN,93.55,1880,0.75,Air,SC3,Y,5.4228
1047,S246707,2019-03-16 23:52:07,A,Y,GB,IN,91.79,1100,0.75,Air,SC3,Y,5.2397
1048,S246713,2019-04-27 13:43:56,A,Y,GB,IN,90.1,1506,1.05,Air,SC2,Y,5.40972
1049,S246718,2019-05-28 23:10:52,A,Y,GB,IN,87.97,1006,1.05,Air,SC2,Y,5.39236
1050,S246723,2019-07-01 22:53:30,A,Y,GB,IN,86.46,235,0.9,Ocean,SC1,Y,14.53819
1051,S246730,2019-08-14 19:00:36,A,Y,GB,IN,85.56,400,0.75,Air,SC3,Y,5.13762
1052,S246739,2020-05-03 22:23:48,A,Y,GB,IN,93.55,355,1.05,Air,SC2,Y,5.0353
1053,S247718,2019-05-28 23:21:31,A,Y,GB,IN,87.93,190,0.75,Air,SC3,Y,5.1684
1054,S247723,2019-07-01 23:22:47,A,Y,GB,IN,86.68,116,1.05,Air,SC2,Y,5.22407
1055,S247730,2019-08-14 22:20:17,A,Y,GB,IN,85.3194243,36.5,0.75,Air,SC3,Y,5.34838
1056,S247736,2019-10-15 22:04:02,A,Y,GB,IN,90.65,1000,0.75,Air,SC3,Y,5.07141
1057,S247737,2019-12-03 09:28:24,A,Y,GB,IN,92.32,25,0.75,Air,SC3,Y,5.39792
1058,S247738,2020-01-23 17:14:07,A,Y,GB,IN,93.79,113,0.75,Air,SC3,Y,5.10451
1059,S247739,2020-05-03 22:27:04,A,Y,GB,IN,93.55,218.5,1.05,Air,SC2,Y,5.14838
1060,S248707,2019-03-17 07:07:20,A,Y,GB,IN,91.66,1106,1.05,Air,SC2,Y,5.25231
1061,S248718,2019-05-29 07:49:19,A,Y,GB,IN,87.99,1143,0.75,Air,SC3,Y,5.38565
1062,S248723,2019-07-02 04:46:38,A,Y,GB,IN,86.55,1000,0.9,Ocean,SC1,Y,26.99051
1063,S248727,2019-07-29 13:47:02,A,Y,GB,IN,83.9,700,1.05,Air,SC2,Y,5.32257
1064,S248730,2019-08-14 22:27:14,A,Y,GB,IN,85.65,36.5,0.9,Ocean,SC1,Y,14.35579
1065,S248736,2019-10-16 07:18:29,A,Y,GB,IN,90.86,500,1.05,Air,SC2,Y,5.02269
1066,S248737,2019-12-03 09:28:28,A,Y,GB,IN,92.66,1256,0.75,Air,SC3,Y,5.37593
1067,S248738,2020-01-23 21:28:09,A,Y,GB,IN,93.25,705,0.75,Air,SC3,Y,5.3294
1068,S248739,2020-05-04 05:46:31,A,Y,GB,IN,93.565,250,1.05,Air,SC2,Y,5.07558
1069,S249707,2019-03-17 09:26:45,A,Y,GB,IN,91.96,335,0.75,Air,SC3,Y,5.08692
1070,S249718,2019-05-29 08:00:24,A,Y,GB,IN,87.512,150,0.9,Ocean,SC1,Y,8.33611
1071,S249723,2019-07-02 08:03:28,A,Y,GB,IN,86.78,467,0.75,Air,SC3,Y,5.15185
1072,S249730,2019-08-14 22:32:53,A,Y,GB,IN,85.65,36.5,0.9,Ocean,SC1,Y,14.39502
1073,S249737,2019-12-03 10:04:32,A,Y,GB,IN,92.85,221.3,1.05,Air,SC2,Y,5.08611
1074,S249738,2020-01-24 07:28:00,A,Y,GB,IN,92.7362,113.5,0.9,Ocean,SC1,Y,18.11111
1075,S249739,2020-05-04 08:17:50,A,Y,GB,IN,93.55,335,0.75,Air,SC3,Y,5.3669
1076,S250718,2019-05-29 08:05:15,A,Y,GB,IN,87.4074,290,0.9,Ocean,SC1,Y,28.36979
1077,S250730,2019-08-15 00:14:21,A,Y,GB,IN,85.82,122,0.75,Air,SC3,Y,5.1434
1078,S250736,2019-10-16 08:41:13,A,Y,GB,IN,90.8,173,0.75,Air,SC3,Y,5.39074
1079,S251719,2019-06-03 15:01:43,A,Y,GB,IN,87.1,2008,1.05,Air,SC2,Y,5.06319
1080,S251732,2019-08-29 07:49:47,A,Y,GB,IN,87.61,1056,0.75,Air,SC3,Y,5.13854
1081,S252709,2019-03-31 12:28:44,A,Y,GB,IN,89.65,906,0.9,Ocean,SC1,Y,20.19954
1082,S252710,2019-04-06 10:45:04,A,Y,GB,IN,89.75,206,1.05,Air,SC2,Y,5.11435
1083,S252717,2019-05-20 15:20:11,A,Y,GB,IN,88.87,1506,1.05,Air,SC2,Y,5.20081
1084,S252730,2019-08-15 05:14:18,A,Y,GB,IN,85.3,1175,0.75,Air,SC3,Y,5.19144
1085,S252736,2019-10-16 08:47:47,A,Y,GB,IN,90.78,173,0.75,Air,SC3,Y,5.10162
1086,S252738,2020-01-24 11:11:01,A,Y,GB,IN,93.58215399,200,1.05,Air,SC2,Y,5.239
1087,S252739,2020-05-04 09:25:23,A,Y,GB,IN,93.77,535,0.75,Air,SC3,Y,5.13611
1088,S253703,2019-02-22 12:29:58,A,Y,GB,IN,91.86,330,0.9,Ocean,SC1,Y,30.2081
1089,S253717,2019-05-20 15:21:54,A,Y,GB,IN,88.3,1456,0.9,Ocean,SC1,Y,31.40208
1090,S253722,2019-06-25 10:16:48,A,Y,GB,IN,87.95,1500,0.9,Ocean,SC1,Y,19.28333
1091,S253730,2019-08-15 07:45:56,A,Y,GB,IN,85.5675,50,0.9,Ocean,SC1,Y,8.23565
1092,S253732,2019-08-29 08:03:54,A,Y,GB,IN,87.4611,1061,0.9,Ocean,SC1,Y,28.36042
1093,S253738,2020-01-24 11:16:28,A,Y,GB,IN,92.96,200,0.75,Air,SC3,Y,5.27975
1094,S253739,2020-05-04 11:17:10,A,Y,GB,IN,93.4,380,1.05,Air,SC2,Y,5.10903
1095,S254738,2020-01-24 11:18:44,A,Y,GB,IN,92.9,1100,0.9,Ocean,SC1,Y,9.71343
1096,S254739,2020-05-04 12:30:30,A,Y,GB,IN,93.66,405,0.9,Ocean,SC1,Y,10.21181
1097,S255720,2019-06-10 09:25:21,A,Y,GB,IN,87.8,315,0.9,Ocean,SC1,Y,8.92604
1098,S255728,2019-08-03 16:00:59,A,Y,GB,IN,83.76,275,0.9,Ocean,SC1,Y,31.6735
1099,S255732,2019-08-29 08:08:38,A,Y,GB,IN,87.52,310,1.05,Air,SC2,Y,5.17743
1100,S255734,2019-09-08 19:44:26,A,Y,GB,IN,87.49,200,1.05,Air,SC2,Y,5.41586
1101,S255737,2019-12-03 12:08:21,A,Y,GB,IN,92.7,355,0.9,Ocean,SC1,Y,30.05799
1102,S255739,2020-05-04 12:47:53,A,Y,GB,IN,92.85,200,1.05,Air,SC2,Y,5.41632
1103,S256705,2019-03-04 10:16:12,A,Y,GB,IN,93.45,115,1.05,Air,SC2,Y,5.29074
1104,S256732,2019-08-29 08:09:41,A,Y,GB,IN,87.28,936,0.75,Air,SC3,Y,5.37951
1105,S256733,2019-09-03 11:54:15,A,Y,GB,IN,86.83,605,1.05,Air,SC2,Y,5.15822
1106,S256734,2019-09-08 20:51:29,A,Y,GB,IN,87.84,1000,0.75,Air,SC3,Y,5.29456
1107,S256736,2019-10-16 10:20:46,A,Y,GB,IN,89.9457,500,0.9,Ocean,SC1,Y,29.31088
1108,S256737,2019-12-03 13:57:47,A,Y,GB,IN,92.91,1506,0.75,Air,SC3,Y,5.389
1109,S256738,2020-01-24 13:41:40,A,Y,GB,IN,92.81,155,0.9,Ocean,SC1,Y,10.70602
1110,S256739,2020-05-04 13:42:58,A,Y,GB,IN,93.4,327,1.05,Air,SC2,Y,5.14965
1111,S257720,2019-06-10 09:27:59,A,Y,GB,IN,87.89,295,1.05,Air,SC2,Y,5.29931
1112,S257728,2019-08-03 16:08:25,A,Y,GB,IN,83.93,60,0.75,Air,SC3,Y,5.03194
1113,S257734,2019-09-08 21:10:01,A,Y,GB,IN,87.65,235,0.9,Ocean,SC1,Y,33.81956
1114,S257736,2019-10-16 10:23:25,A,Y,GB,IN,89.9857,1320,0.9,Ocean,SC1,Y,19.32928
1115,S257737,2019-12-03 14:04:10,A,Y,GB,IN,92.7,1808,0.9,Ocean,SC1,Y,10.86227
1116,S257738,2020-01-24 13:49:02,A,Y,GB,IN,92.84,324,0.75,Air,SC3,Y,5.33785
1117,S258719,2019-06-03 15:09:13,A,Y,GB,IN,87.9,70,0.75,Air,SC3,Y,5.37824
1118,S258734,2019-09-08 21:47:39,A,Y,GB,IN,87.65,233.2,0.9,Ocean,SC1,Y,34.0809
1119,S258736,2019-10-16 10:50:21,A,Y,GB,IN,90.65,1110,0.9,Ocean,SC1,Y,19.51632
1120,S258739,2020-05-04 14:53:45,A,Y,GB,IN,93.68,123.5,1.05,Air,SC2,Y,5.11991
1121,S259711,2019-04-12 10:02:48,A,Y,GB,IN,90.32,505,0.75,Air,SC3,Y,5.37593
1122,S259724,2019-07-08 11:48:41,A,Y,GB,IN,85.25,185,0.75,Air,SC3,Y,5.37905
1123,S259736,2019-10-16 11:04:27,A,Y,GB,IN,90.65,998,0.9,Ocean,SC1,Y,19.61424
1124,S259737,2019-12-03 14:28:42,A,Y,GB,IN,92.7,330,0.9,Ocean,SC1,Y,11.03264
1125,S259739,2020-05-04 17:18:21,A,Y,GB,IN,93.18,110.69,0.75,Air,SC3,Y,5.08194
1126,S260726,2019-07-22 10:03:24,A,Y,GB,IN,85.97,118,0.75,Air,SC3,Y,5.10544
1127,S260729,2019-08-08 14:41:20,A,Y,GB,IN,85.24969384,1506,0.75,Air,SC3,Y,5.05729
1128,S260736,2019-10-16 11:17:07,A,Y,GB,IN,90.65,1006,0.9,Ocean,SC1,Y,19.7022
1129,S260737,2019-12-03 14:38:07,A,Y,GB,IN,92.66,105,0.75,Air,SC3,Y,5.13495
1130,S260739,2020-05-05 07:52:05,A,Y,GB,IN,92.7256,800,1.05,Air,SC2,Y,5.40556
1131,S261738,2020-01-24 17:09:40,A,Y,GB,IN,93.2781108,555,0.75,Air,SC3,Y,5.09271
1132,S261739,2020-05-05 09:12:08,A,Y,GB,IN,93.66,218.5,1.05,Air,SC2,Y,5.17118
1133,S262737,2019-12-03 15:25:38,A,Y,GB,IN,92.43779182,87,0.75,Air,SC3,Y,5.40694
1134,S263704,2019-02-27 17:10:56,A,Y,GB,IN,94.74,500,0.75,Air,SC3,Y,5.13137
1135,S263705,2019-03-04 10:25:42,A,Y,GB,IN,93.86,665,0.9,Ocean,SC1,Y,29.34514
1136,S263711,2019-04-12 10:10:34,A,Y,GB,IN,90.99,405,0.75,Air,SC3,Y,5.03889
1137,S263729,2019-08-08 14:54:37,A,Y,GB,IN,84.72,118,0.75,Air,SC3,Y,5.00995
1138,S263733,2019-09-03 12:05:28,A,Y,GB,IN,86.06,140,0.75,Air,SC3,Y,5.28773
1139,S263736,2019-10-16 11:33:59,A,Y,GB,IN,90.65,1006,0.9,Ocean,SC1,Y,9.81933
1140,S263737,2019-12-03 16:28:42,A,Y,GB,IN,92.31,550,0.9,Ocean,SC1,Y,31.86597
1141,S263739,2020-05-05 09:28:25,A,Y,GB,IN,92.6,107.9,0.75,Air,SC3,Y,5.10521
1142,S264724,2019-07-08 12:01:06,A,Y,GB,IN,85.65,300,0.9,Ocean,SC1,Y,10.00764
1143,S264725,2019-07-14 14:18:47,A,Y,GB,IN,85.85,64,0.9,Ocean,SC1,Y,30.96377
1144,S264726,2019-07-22 10:08:32,A,Y,GB,IN,85.37,140.67,0.75,Air,SC3,Y,5.01204
1145,S264733,2019-09-03 12:15:33,A,Y,GB,IN,86.6704,1758,0.9,Ocean,SC1,Y,10.10799
1146,S264736,2019-10-16 12:09:04,A,Y,GB,IN,90.66,445,0.75,Air,SC3,Y,5.10324
1147,S264738,2020-01-24 19:59:21,A,Y,GB,IN,92.9,1803.5,0.9,Ocean,SC1,Y,23.32882
1148,S265711,2019-04-12 10:13:45,A,Y,GB,IN,90.41,205,1.05,Air,SC2,Y,5.40428
1149,S265718,2019-05-29 09:23:50,A,Y,GB,IN,87.98,62,0.75,Air,SC3,Y,5.35648
1150,S265722,2019-06-25 10:59:56,A,Y,GB,IN,87.95,1056,0.9,Ocean,SC1,Y,19.58287
1151,S265734,2019-09-09 08:52:31,A,Y,GB,IN,86.96,750,0.9,Ocean,SC1,Y,8.69803
1152,S266704,2019-02-27 17:13:20,A,Y,GB,IN,94.12,500,1.05,Air,SC2,Y,5.389
1153,S266721,2019-06-17 13:43:17,A,Y,GB,IN,87.2,190,0.75,Air,SC3,Y,5.04167
1154,S266738,2020-01-24 21:53:47,A,Y,GB,IN,93.97,155.2,0.75,Air,SC3,Y,5.24444
1155,S266739,2020-05-05 11:59:47,A,Y,GB,IN,92.7,54,1.05,Air,SC2,Y,5.2397
1156,S267709,2019-03-31 13:10:34,A,Y,GB,IN,89.65,1006,0.9,Ocean,SC1,Y,10.49005
1157,S267718,2019-05-29 09:25:10,A,Y,GB,IN,87.85,290,0.9,Ocean,SC1,Y,28.92477
1158,S267737,2019-12-03 19:06:18,A,Y,GB,IN,92.85,275,0.9,Ocean,SC1,Y,22.96042
1159,S267738,2020-01-24 22:09:01,A,Y,GB,IN,93.25,811,1.05,Air,SC2,Y,5.41794
1160,S267739,2020-05-05 12:04:25,A,Y,GB,IN,92.87,125,0.75,Air,SC3,Y,5.33056
1161,S268718,2019-05-29 09:27:51,A,Y,GB,IN,87.92,1000,0.75,Air,SC3,Y,5.23507
1162,S268732,2019-08-29 08:51:44,A,Y,GB,IN,87.73699172,695,1.05,Air,SC2,Y,5.15243
1163,S268736,2019-10-16 12:42:23,A,Y,GB,IN,90.824,56,0.9,Ocean,SC1,Y,20.29433
1164,S268737,2019-12-03 19:46:14,A,Y,GB,IN,92.85,2000,0.9,Ocean,SC1,Y,13.23773
1165,S268738,2020-01-24 22:30:14,A,Y,GB,IN,93.64,155,0.75,Air,SC3,Y,5.3066
1166,S269722,2019-06-25 11:04:02,A,Y,GB,IN,87.95,1061,0.9,Ocean,SC1,Y,9.61134
1167,S269737,2019-12-03 20:04:10,A,Y,GB,IN,92.34565767,200,0.75,Air,SC3,Y,5.15278
1168,S270712,2019-04-18 15:58:52,A,Y,GB,IN,89.99,230,0.75,Air,SC3,Y,5.30266
1169,S270713,2019-04-27 14:37:37,A,Y,GB,IN,90.16,1506,0.75,Air,SC3,Y,5.18044
1170,S270715,2019-05-08 10:49:30,A,Y,GB,IN,90.21,305,0.75,Air,SC3,Y,5.14583
1171,S270723,2019-07-02 09:12:28,A,Y,GB,IN,86.98,92.8,1.05,Air,SC2,Y,5.02153
1172,S270730,2019-08-15 09:31:13,A,Y,GB,IN,85.69,1506,0.75,Air,SC3,Y,5.00162
1173,S270738,2020-01-25 00:07:48,A,Y,GB,IN,92.9,1000,0.9,Ocean,SC1,Y,5.05417
1174,S271712,2019-04-18 16:01:58,A,Y,GB,IN,89.85,565,0.9,Ocean,SC1,Y,21.68032
1175,S271722,2019-06-25 11:06:12,A,Y,GB,IN,87.95,615,0.9,Ocean,SC1,Y,19.62639
1176,S271737,2019-12-03 22:01:52,A,Y,GB,IN,92.85,350,0.9,Ocean,SC1,Y,34.17963
1177,S271738,2020-01-25 00:15:50,A,Y,GB,IN,92.81,430.99,0.9,Ocean,SC1,Y,15.10995
1178,S271739,2020-05-06 00:01:25,A,Y,GB,IN,93.97,100.02,0.75,Air,SC3,Y,5.38299
1179,S272708,2019-03-25 13:02:13,A,Y,GB,IN,90.57,100,0.9,Ocean,SC1,Y,10.43206
1180,S272714,2019-05-02 20:06:28,A,Y,GB,IN,89.91,1156,1.05,Air,SC2,Y,5.32037
1181,S272737,2019-12-03 22:06:29,A,Y,GB,IN,92.85,140,0.9,Ocean,SC1,Y,14.21169
1182,S272738,2020-01-25 10:11:43,A,Y,GB,IN,92.81,100,0.9,Ocean,SC1,Y,29.24803
1183,S272739,2020-05-06 01:25:50,A,Y,GB,IN,92.81,54,1.05,Air,SC2,Y,5.17801
1184,S273707,2019-03-17 11:55:57,A,Y,GB,IN,91.6883496,776,0.75,Air,SC3,Y,5.15961
1185,S273714,2019-05-02 21:05:58,A,Y,GB,IN,89.8,255,0.9,Ocean,SC1,Y,33.79144
1186,S273722,2019-06-25 11:07:21,A,Y,GB,IN,87.95,660,0.9,Ocean,SC1,Y,19.63437
1187,S273724,2019-07-08 12:21:20,A,Y,GB,IN,85.65,239,0.9,Ocean,SC1,Y,10.14815
1188,S273730,2019-08-15 09:46:43,A,Y,GB,IN,85.55,205,0.75,Air,SC3,Y,5.29317
1189,S273736,2019-10-16 14:15:07,A,Y,GB,IN,91.25,2008,0.9,Ocean,SC1,Y,20.93831
1190,S273737,2019-12-03 22:58:54,A,Y,GB,IN,92.41,433,0.9,Ocean,SC1,Y,14.57569
1191,S273738,2020-01-25 10:16:05,A,Y,GB,IN,92.81,100,0.9,Ocean,SC1,Y,29.27836
1192,S273739,2020-05-06 06:59:35,A,Y,GB,IN,93.75846723,710,0.75,Air,SC3,Y,5.01528
1193,S274714,2019-05-03 02:25:05,A,Y,GB,IN,89.88,285,0.75,Air,SC3,Y,5.11285
1194,S274739,2020-05-06 08:40:38,A,Y,GB,IN,93.78,485,0.75,Air,SC3,Y,5.1603
1195,S275714,2019-05-03 04:28:35,A,Y,GB,IN,89.6958,125,1.05,Air,SC2,Y,5.20139
1196,S275717,2019-05-20 18:07:28,A,Y,GB,IN,88.9,200,0.75,Air,SC3,Y,5.41609
1197,S275737,2019-12-04 01:14:06,A,Y,GB,IN,92.81,300,0.75,Air,SC3,Y,5.1853
1198,S276722,2019-06-25 11:15:24,A,Y,GB,IN,87.95,936,0.9,Ocean,SC1,Y,9.69028
1199,S276733,2019-09-03 13:07:30,A,Y,GB,IN,86.6704,1506,0.9,Ocean,SC1,Y,30.46875
1200,S276738,2020-01-25 11:11:58,A,Y,GB,IN,92.81,220,0.9,Ocean,SC1,Y,19.66644
1201,S277713,2019-04-27 15:12:33,A,Y,GB,IN,90.02,245,0.75,Air,SC3,Y,5.02083
1202,S277723,2019-07-02 09:24:05,A,Y,GB,IN,86.69,355,0.75,Air,SC3,Y,5.02766
1203,S277738,2020-01-25 12:13:08,A,Y,GB,IN,93.7,305,0.75,Air,SC3,Y,5.06701
1204,S277739,2020-05-06 08:57:28,A,Y,GB,IN,93.2,113.5,1.05,Air,SC2,Y,5.12616
1205,S278717,2019-05-21 08:35:09,A,Y,GB,IN,88.90457732,305,0.9,Ocean,SC1,Y,18.57743
1206,S278727,2019-07-29 15:58:53,A,Y,GB,IN,83.7,906,0.9,Ocean,SC1,Y,31.65891
1207,S278730,2019-08-15 09:52:10,A,Y,GB,IN,85.55,205,0.9,Ocean,SC1,Y,19.11227
1208,S278739,2020-05-06 11:07:16,A,Y,GB,IN,93.47,325,0.75,Air,SC3,Y,5.0088
1209,S279702,2019-02-15 15:15:44,A,Y,GB,IN,90.95,115,0.9,Ocean,SC1,Y,21.35926
1210,S279738,2020-01-25 18:06:15,A,Y,GB,IN,93.67,124,0.75,Air,SC3,Y,5.01447
1211,S279739,2020-05-06 12:00:12,A,Y,GB,IN,93.77,335,0.75,Air,SC3,Y,5.34954
1212,S280728,2019-08-03 19:06:59,A,Y,GB,IN,84.63,485,0.75,Air,SC3,Y,5.03067
1213,S280737,2019-12-04 09:41:30,A,Y,GB,IN,93,225,0.9,Ocean,SC1,Y,29.03819
1214,S280738,2020-01-25 22:38:19,A,Y,GB,IN,92.81,100,1.05,Air,SC2,Y,5.33762
1215,S280739,2020-05-06 13:50:56,A,Y,GB,IN,93.61,555,1.05,Air,SC2,Y,5.10856
1216,S281716,2019-05-13 14:51:40,A,Y,GB,IN,91.88,150,0.75,Air,SC3,Y,5.26771
1217,S281735,2019-09-14 17:26:52,A,Y,GB,IN,88.47,125,0.75,Air,SC3,Y,5.12674
1218,S281738,2020-01-25 23:56:23,A,Y,GB,IN,92.9,1000,0.9,Ocean,SC1,Y,24.97488
1219,S281739,2020-05-06 21:28:37,A,Y,GB,IN,92.55,73.5,0.75,Air,SC3,Y,5.18704
1220,S282717,2019-05-21 08:58:58,A,Y,GB,IN,88.97,267,0.75,Air,SC3,Y,5.18738
1221,S282730,2019-08-15 10:05:51,A,Y,GB,IN,85.97,180,0.75,Air,SC3,Y,5.36181
1222,S282735,2019-09-14 19:52:28,A,Y,GB,IN,88.25,288.3,0.9,Ocean,SC1,Y,13.28102
1223,S282736,2019-10-16 20:21:50,A,Y,GB,IN,91.25,2008,0.9,Ocean,SC1,Y,33.48495
1224,S282737,2019-12-04 10:09:06,A,Y,GB,IN,92.99137741,1600,0.75,Air,SC3,Y,5.21701
1225,S282738,2020-01-26 06:55:43,A,Y,GB,IN,93.73,2008,0.75,Air,SC3,Y,5.12569
1226,S282739,2020-05-06 21:32:54,A,Y,GB,IN,92.7,103.5,0.75,Air,SC3,Y,5.10127
1227,S283728,2019-08-04 07:49:22,A,Y,GB,IN,84.67,755,0.75,Air,SC3,Y,5.2338
1228,S283735,2019-09-15 07:11:30,A,Y,GB,IN,87.81,400,0.9,Ocean,SC1,Y,7.99653
